,nome,partido,uf,ano,pla,par,vnp,dp,pp,aup,aNj,pcom,ajcom,aNjcom
549,HILDO AUGUSTO DA ROCHA NETO,MDB,MA,2020,125,4,241,165,87,15,0,236,2,53
550,HILDO AUGUSTO DA ROCHA NETO,MDB,MA,2021,170,112,758,254,130,0,2,223,2,53
551,HILDO AUGUSTO DA ROCHA NETO,MDB,MA,2022,97,4,346,141,71,3,1,37,1,12
552,JOSÉ CARLOS NUNES JÚNIOR,PT,MA,2019,211,3,278,11,85,28,0,165,17,25
553,JOSÉ CARLOS NUNES JÚNIOR,PT,MA,2020,268,0,394,3,98,2,2,117,2,13
554,JOSÉ CARLOS NUNES JÚNIOR,PT,MA,2021,299,0,757,3,129,3,0,117,2,12
555,JOSÉ CARLOS NUNES JÚNIOR,PT,MA,2022,36,0,300,2,60,15,0,1,0,0
556,JOSE JUSCELINO DOS SANTOS REZENDE FILHO,UNIÃO,MA,2019,109,9,301,10,96,6,11,130,9,112
557,JOSE JUSCELINO DOS SANTOS REZENDE FILHO,UNIÃO,MA,2020,26,1,394,30,100,1,1,88,3,126
558,JOSE JUSCELINO DOS SANTOS REZENDE FILHO,UNIÃO,MA,2021,34,2,741,20,123,1,8,84,3,124
559,JOSE JUSCELINO DOS SANTOS REZENDE FILHO,UNIÃO,MA,2022,4,0,347,2,70,3,2,1,0,1
560,JOSE LOURENÇO BOMFIM JUNIOR,PL,MA,2019,138,0,264,0,85,14,14,29,12,25
561,JOSE LOURENÇO BOMFIM JUNIOR,PL,MA,2020,0,0,275,0,56,8,8,1,1,22
562,JOSE LOURENÇO BOMFIM JUNIOR,PL,MA,2021,28,0,706,0,109,2,21,1,1,22
563,JOSE LOURENÇO BOMFIM JUNIOR,PL,MA,2022,3,0,281,0,46,11,18,0,1,18
564,JOSIVALDO DOS SANTOS MELO,PSD,MA,2019,0,0,0,0,0,0,0,109,0,0
565,JOSIVALDO DOS SANTOS MELO,PSD,MA,2020,0,0,0,0,0,0,0,317,9,2
566,JOSIVALDO DOS SANTOS MELO,PSD,MA,2021,27,0,746,4,128,0,4,317,9,2
567,JOSIVALDO DOS SANTOS MELO,PSD,MA,2022,41,0,347,1,71,4,0,23,6,0
568,MÁRCIO JERRY SARAIVA BARROSO,PCdoB,MA,2019,300,5,307,100,100,6,7,156,9,43
569,MÁRCIO JERRY SARAIVA BARROSO,PCdoB,MA,2020,55,0,394,92,99,3,0,30,0,11
570,MÁRCIO JERRY SARAIVA BARROSO,PCdoB,MA,2021,0,0,18,1,3,0,1,20,0,12
571,MÁRCIO JERRY SARAIVA BARROSO,PCdoB,MA,2022,2,0,198,10,46,2,3,20,0,12
572,PAULO CELSO FONSECA MARINHO JÚNIOR,PL,MA,2019,0,0,0,0,0,0,0,0,0,0
573,PAULO CELSO FONSECA MARINHO JÚNIOR,PL,MA,2020,4,0,194,1,70,6,1,16,0,10
574,PAULO CELSO FONSECA MARINHO JÚNIOR,PL,MA,2021,0,0,0,0,0,0,0,17,0,10
575,PAULO CELSO FONSECA MARINHO JÚNIOR,PL,MA,2022,7,0,189,15,40,3,1,17,0,10
576,PEDRO LUCAS ANDRADE FERNANDES RIBEIRO,UNIÃO,MA,2019,272,5,313,15,102,11,0,143,8,22
577,PEDRO LUCAS ANDRADE FERNANDES RIBEIRO,UNIÃO,MA,2020,86,0,392,16,94,8,0,180,10,56
578,PEDRO LUCAS ANDRADE FERNANDES RIBEIRO,UNIÃO,MA,2021,50,1,746,0,130,0,2,180,8,55
579,PEDRO LUCAS ANDRADE FERNANDES RIBEIRO,UNIÃO,MA,2022,11,0,329,0,64,10,1,36,8,11
580,RUBENS PEREIRA E SILVA JUNIOR,PT,MA,2019,27,0,19,7,7,0,0,0,0,0
581,RUBENS PEREIRA E SILVA JUNIOR,PT,MA,2020,12,0,162,0,20,0,0,54,0,63
582,RUBENS PEREIRA E SILVA JUNIOR,PT,MA,2021,65,12,365,48,62,0,3,54,0,63
583,RUBENS PEREIRA E SILVA JUNIOR,PT,MA,2022,83,7,354,72,75,0,0,31,0,9
584,UBIRAJARA DO PINDARÉ ALMEIDA SOUSA,PSB,MA,2019,340,1,292,119,95,17,1,171,15,44
585,UBIRAJARA DO PINDARÉ ALMEIDA SOUSA,PSB,MA,2020,266,0,394,106,102,0,0,209,7,78
586,UBIRAJARA DO PINDARÉ ALMEIDA SOUSA,PSB,MA,2021,221,25,762,269,132,0,0,207,7,80
587,UBIRAJARA DO PINDARÉ ALMEIDA SOUSA,PSB,MA,2022,380,3,334,175,65,10,0,18,7,21
588,AÉCIO NEVES DA CUNHA,PSDB,MG,2019,139,1,240,22,89,24,0,52,13,21
589,AÉCIO NEVES DA CUNHA,PSDB,MG,2020,7,0,391,0,96,6,0,45,5,22
590,AÉCIO NEVES DA CUNHA,PSDB,MG,2021,70,2,755,13,124,8,0,45,5,22
591,AÉCIO NEVES DA CUNHA,PSDB,MG,2022,10,1,340,3,67,8,0,5,2,7
592,AELTON JOSÉ DE FREITAS,PP,MG,2019,0,0,0,0,0,0,0,33,19,9
593,AELTON JOSÉ DE FREITAS,PP,MG,2020,0,0,0,0,0,0,0,69,33,57
594,AELTON JOSÉ DE FREITAS,PP,MG,2021,94,1,742,0,124,4,4,69,33,57
595,AELTON JOSÉ DE FREITAS,PP,MG,2022,22,1,329,3,67,2,6,22,2,12
596,ALESSANDRA SILVA RIBEIRO,REPUBLICANOS,MG,2019,120,6,315,14,106,6,1,214,7,54
597,ALESSANDRA SILVA RIBEIRO,REPUBLICANOS,MG,2020,46,0,394,6,99,3,0,329,15,8
598,ALESSANDRA SILVA RIBEIRO,REPUBLICANOS,MG,2021,205,54,759,46,130,1,1,330,14,9
599,ALESSANDRA SILVA RIBEIRO,REPUBLICANOS,MG,2022,64,4,333,31,69,6,0,39,10,7
600,ANDRE LUIS GASPAR JANONES,AVANTE,MG,2019,283,2,311,16,109,4,0,160,2,27
601,ANDRE LUIS GASPAR JANONES,AVANTE,MG,2020,37,0,393,17,100,2,0,126,1,23
602,ANDRE LUIS GASPAR JANONES,AVANTE,MG,2021,28,0,762,9,130,1,1,126,1,23
603,ANDRE LUIS GASPAR JANONES,AVANTE,MG,2022,8,0,344,3,71,1,3,43,1,8
604,ANTÔNIO PINHEIRO NETO,PP,MG,2019,279,6,0,5,109,4,0,162,7,72
605,ANTÔNIO PINHEIRO NETO,PP,MG,2020,6,0,394,0,101,1,0,150,8,36
606,ANTÔNIO PINHEIRO NETO,PP,MG,2021,107,10,747,4,128,3,1,145,9,37
607,ANTÔNIO PINHEIRO NETO,PP,MG,2022,64,3,351,2,74,1,0,18,4,1
608,ÁUREA CAROLINA DE FREITAS E SILVA,PSOL,MG,2019,360,10,0,45,99,14,0,105,50,18
609,ÁUREA CAROLINA DE FREITAS E SILVA,PSOL,MG,2020,281,0,295,3,55,29,0,51,58,22
610,ÁUREA CAROLINA DE FREITAS E SILVA,PSOL,MG,2021,172,4,477,0,80,50,2,52,57,23
611,ÁUREA CAROLINA DE FREITAS E SILVA,PSOL,MG,2022,104,2,291,0,61,14,0,14,3,5
612,CHARLLES THOMACELLI EVANGELISTA,PP,MG,2019,94,5,307,23,105,3,5,166,0,2
613,CHARLLES THOMACELLI EVANGELISTA,PP,MG,2020,17,0,394,18,99,2,1,190,8,15
614,CHARLLES THOMACELLI EVANGELISTA,PP,MG,2021,37,0,746,13,128,1,3,191,8,15
615,CHARLLES THOMACELLI EVANGELISTA,PP,MG,2022,19,0,356,5,71,2,2,20,5,1
616,DIEGO LEONARDO DE ANDRADE CARVALHO,PSD,MG,2019,64,2,287,5,98,7,8,59,8,57
617,DIEGO LEONARDO DE ANDRADE CARVALHO,PSD,MG,2020,100,0,391,37,98,4,0,21,14,54
618,DIEGO LEONARDO DE ANDRADE CARVALHO,PSD,MG,2021,57,1,741,33,120,12,0,21,14,55
619,DIEGO LEONARDO DE ANDRADE CARVALHO,PSD,MG,2022,19,3,292,16,56,19,0,6,8,7
620,DIMAS FABIANO TOLEDO JÚNIOR,PP,MG,2019,22,0,276,0,111,1,1,69,1,14
621,DIMAS FABIANO TOLEDO JÚNIOR,PP,MG,2020,3,0,394,0,100,2,0,64,3,12
622,DIMAS FABIANO TOLEDO JÚNIOR,PP,MG,2021,24,0,762,3,132,0,0,64,3,12
623,DIMAS FABIANO TOLEDO JÚNIOR,PP,MG,2022,7,0,317,0,69,5,1,15,3,2
624,DOMINGOS SÁVIO CAMPOS RESENDE,PL,MG,2019,249,8,297,108,105,6,2,152,13,48
625,DOMINGOS SÁVIO CAMPOS RESENDE,PL,MG,2020,16,0,394,20,99,3,0,135,1,23
626,DOMINGOS SÁVIO CAMPOS RESENDE,PL,MG,2021,72,9,762,22,132,0,0,135,1,23
627,DOMINGOS SÁVIO CAMPOS RESENDE,PL,MG,2022,27,7,344,22,70,3,2,23,1,5
628,EDUARDO LUIZ BARROS BARBOSA,PSDB,MG,2019,299,19,293,2,107,6,0,387,17,73
629,EDUARDO LUIZ BARROS BARBOSA,PSDB,MG,2020,83,2,394,4,100,2,0,422,7,74
630,EDUARDO LUIZ BARROS BARBOSA,PSDB,MG,2021,181,26,747,2,129,3,0,418,7,74
631,EDUARDO LUIZ BARROS BARBOSA,PSDB,MG,2022,62,11,354,0,75,0,0,74,0,14
632,ELIEL MÁRCIO DO CARMO,REPUBLICANOS,MG,2019,68,0,0,17,109,3,1,93,0,26
633,ELIEL MÁRCIO DO CARMO,REPUBLICANOS,MG,2020,10,0,383,0,88,11,3,64,1,81
634,ELIEL MÁRCIO DO CARMO,REPUBLICANOS,MG,2021,10,0,730,3,123,1,8,65,1,81
635,ELIEL MÁRCIO DO CARMO,REPUBLICANOS,MG,2022,4,0,299,2,63,5,7,12,1,12
636,EMIDIO ALVES MADEIRA JUNIOR,PL,MG,2019,82,0,0,4,107,6,0,84,3,17
637,EMIDIO ALVES MADEIRA JUNIOR,PL,MG,2020,7,0,394,3,98,4,0,98,12,16
638,EMIDIO ALVES MADEIRA JUNIOR,PL,MG,2021,13,1,726,18,120,12,0,98,12,16
639,EMIDIO ALVES MADEIRA JUNIOR,PL,MG,2022,5,0,305,14,64,11,0,14,4,2
640,EROS FERREIRA BIONDINI,PL,MG,2019,204,0,0,23,94,12,7,121,18,61
641,EROS FERREIRA BIONDINI,PL,MG,2020,27,0,392,16,98,4,0,135,6,25
642,EROS FERREIRA BIONDINI,PL,MG,2021,28,0,683,7,111,20,1,136,6,25
643,EROS FERREIRA BIONDINI,PL,MG,2022,10,0,354,3,71,4,0,30,1,9
644,EUCLYDES MARCOS PETTERSEN NETO,PSC,MG,2019,127,0,0,12,103,9,1,86,8,13
645,EUCLYDES MARCOS PETTERSEN NETO,PSC,MG,2020,7,0,394,1,98,4,0,44,5,25
646,EUCLYDES MARCOS PETTERSEN NETO,PSC,MG,2021,53,0,758,2,127,1,4,44,5,25
647,EUCLYDES MARCOS PETTERSEN NETO,PSC,MG,2022,71,0,315,1,62,12,1,6,5,11
648,FÁBIO AUGUSTO RAMALHO DOS SANTOS,MDB,MG,2019,97,1,0,6,105,7,1,57,8,110
649,FÁBIO AUGUSTO RAMALHO DOS SANTOS,MDB,MG,2020,44,1,388,19,98,3,1,34,2,69
650,FÁBIO AUGUSTO RAMALHO DOS SANTOS,MDB,MG,2021,66,4,747,8,124,5,3,34,2,70
651,FÁBIO AUGUSTO RAMALHO DOS SANTOS,MDB,MG,2022,15,3,354,2,72,0,3,18,0,11
652,FRANCO CARTAFINA GOMES,PP,MG,2019,93,3,0,15,111,2,0,258,3,16
653,FRANCO CARTAFINA GOMES,PP,MG,2020,41,1,394,8,102,0,0,206,4,52
654,FRANCO CARTAFINA GOMES,PP,MG,2021,74,22,756,6,126,0,6,202,4,51
655,FRANCO CARTAFINA GOMES,PP,MG,2022,22,7,343,3,70,3,22,36,4,14
656,FREDERICO BORGES DA COSTA,PATRIOTA,MG,2019,283,8,0,36,113,0,0,290,11,27
657,FREDERICO BORGES DA COSTA,PATRIOTA,MG,2020,71,1,394,22,97,5,0,57,22,3
658,FREDERICO BORGES DA COSTA,PATRIOTA,MG,2021,162,9,743,12,118,14,0,57,22,3
659,FREDERICO BORGES DA COSTA,PATRIOTA,MG,2022,73,3,351,7,69,6,0,13,0,2
660,FREDERICO DE CASTRO ESCALEIRA,PATRIOTA,MG,2019,300,18,318,16,103,6,4,697,7,52
661,FREDERICO DE CASTRO ESCALEIRA,PATRIOTA,MG,2020,26,1,384,3,96,2,4,327,0,105
662,FREDERICO DE CASTRO ESCALEIRA,PATRIOTA,MG,2021,96,21,742,2,125,0,7,325,0,103
663,FREDERICO DE CASTRO ESCALEIRA,PATRIOTA,MG,2022,34,0,321,4,67,0,8,15,0,46
664,GERALDO JUNIO DO AMARAL,PL,MG,2019,94,0,0,20,113,0,0,175,0,8
665,GERALDO JUNIO DO AMARAL,PL,MG,2020,42,0,394,2,101,1,0,216,0,2
666,GERALDO JUNIO DO AMARAL,PL,MG,2021,53,2,762,17,132,0,0,216,0,2
667,GERALDO JUNIO DO AMARAL,PL,MG,2022,21,2,354,13,74,1,0,21,0,0
668,GILBERTO APARECIDO ABRAMO,REPUBLICANOS,MG,2019,339,2,0,10,103,3,7,164,4,35
669,GILBERTO APARECIDO ABRAMO,REPUBLICANOS,MG,2020,24,0,392,0,98,3,1,160,3,19
670,GILBERTO APARECIDO ABRAMO,REPUBLICANOS,MG,2021,78,30,762,0,132,0,0,160,3,19
671,GILBERTO APARECIDO ABRAMO,REPUBLICANOS,MG,2022,22,2,338,0,72,2,1,19,1,5
672,GREYCE DE QUEIROZ ELIAS,AVANTE,MG,2019,151,3,0,14,84,13,0,193,11,3
673,GREYCE DE QUEIROZ ELIAS,AVANTE,MG,2020,42,2,346,24,85,4,1,167,6,32
674,GREYCE DE QUEIROZ ELIAS,AVANTE,MG,2021,126,20,760,8,129,3,0,168,6,32
675,GREYCE DE QUEIROZ ELIAS,AVANTE,MG,2022,33,3,313,8,62,10,3,26,4,11
676,HERCÍLIO ARAÚJO DINIZ FILHO,MDB,MG,2019,145,0,0,0,101,4,8,311,6,27
677,HERCÍLIO ARAÚJO DINIZ FILHO,MDB,MG,2020,24,0,236,0,81,15,6,122,8,24
678,HERCÍLIO ARAÚJO DINIZ FILHO,MDB,MG,2021,31,1,703,0,121,10,1,120,8,21
679,HERCÍLIO ARAÚJO DINIZ FILHO,MDB,MG,2022,4,0,236,0,42,5,28,6,2,21
680,IGOR TARCIANO TIMO,PODE,MG,2019,155,0,0,20,102,6,5,182,13,149
681,IGOR TARCIANO TIMO,PODE,MG,2020,15,0,381,11,91,4,7,136,56,160
682,IGOR TARCIANO TIMO,PODE,MG,2021,142,6,745,67,119,13,0,134,55,160
683,IGOR TARCIANO TIMO,PODE,MG,2022,95,2,295,14,52,23,0,11,29,46
684,JOÃO CARLOS SIQUEIRA,PT,MG,2019,385,4,0,79,105,5,3,319,10,75
685,JOÃO CARLOS SIQUEIRA,PT,MG,2020,359,0,394,35,99,2,1,388,0,21
686,JOÃO CARLOS SIQUEIRA,PT,MG,2021,365,2,762,82,130,2,0,388,0,22
687,JOÃO CARLOS SIQUEIRA,PT,MG,2022,114,0,354,37,72,0,3,88,0,14
688,JOSÉ LEONARDO COSTA MONTEIRO,PT,MG,2019,384,2,298,73,103,7,3,174,17,76
689,JOSÉ LEONARDO COSTA MONTEIRO,PT,MG,2020,170,0,383,7,100,2,0,198,2,96
690,JOSÉ LEONARDO COSTA MONTEIRO,PT,MG,2021,282,3,761,50,130,0,2,198,2,98
691,JOSÉ LEONARDO COSTA MONTEIRO,PT,MG,2022,96,1,341,33,73,2,0,63,2,21
692,JOSÉ SILVA SOARES,SOLIDARIEDADE,MG,2019,314,5,0,53,102,7,4,219,12,35
693,JOSÉ SILVA SOARES,SOLIDARIEDADE,MG,2020,107,3,394,109,100,2,0,174,3,71
694,JOSÉ SILVA SOARES,SOLIDARIEDADE,MG,2021,88,6,762,44,130,0,2,173,3,71
695,JOSÉ SILVA SOARES,SOLIDARIEDADE,MG,2022,26,4,329,8,68,0,7,41,0,38
696,JOSE VITOR DE RESENDE AGUIAR,PL,MG,2019,305,9,0,12,93,20,0,227,37,33
697,JOSE VITOR DE RESENDE AGUIAR,PL,MG,2020,56,1,391,11,96,5,1,134,18,36
698,JOSE VITOR DE RESENDE AGUIAR,PL,MG,2021,121,8,734,8,126,6,0,132,18,36
699,JOSE VITOR DE RESENDE AGUIAR,PL,MG,2022,44,2,287,0,57,16,2,21,12,14
700,JÚLIO CÉSAR DELGADO,PV,MG,2019,425,0,291,28,102,10,1,295,18,85
701,JÚLIO CÉSAR DELGADO,PV,MG,2020,108,0,394,17,98,4,0,277,9,63
702,JÚLIO CÉSAR DELGADO,PV,MG,2021,141,24,730,48,124,8,0,269,7,63
703,JÚLIO CÉSAR DELGADO,PV,MG,2022,30,0,348,22,74,0,1,39,0,25
704,LAFAYETTE LUIZ DOORGAL DE ANDRADA,REPUBLICANOS,MG,2019,474,39,0,70,105,7,1,234,15,21
705,LAFAYETTE LUIZ DOORGAL DE ANDRADA,REPUBLICANOS,MG,2020,59,3,392,31,98,3,1,197,21,77
706,LAFAYETTE LUIZ DOORGAL DE ANDRADA,REPUBLICANOS,MG,2021,84,11,680,16,110,21,1,190,20,77
707,LAFAYETTE LUIZ DOORGAL DE ANDRADA,REPUBLICANOS,MG,2022,67,5,340,26,70,5,0,56,0,19
708,LINCOLN DINIZ PORTELA,PL,MG,2019,418,16,0,61,113,0,0,314,7,1
709,LINCOLN DINIZ PORTELA,PL,MG,2020,81,0,394,6,102,0,0,185,0,5
710,LINCOLN DINIZ PORTELA,PL,MG,2021,103,7,762,14,132,0,0,185,0,5
711,LINCOLN DINIZ PORTELA,PL,MG,2022,198,144,346,5,70,4,1,9,0,0
712,LUCAS DE VASCONCELOS GONZALEZ,NOVO,MG,2019,146,117,0,32,110,2,1,291,6,39
713,LUCAS DE VASCONCELOS GONZALEZ,NOVO,MG,2020,81,0,392,10,98,4,0,151,4,34
714,LUCAS DE VASCONCELOS GONZALEZ,NOVO,MG,2021,172,17,756,8,130,0,2,149,2,34
715,LUCAS DE VASCONCELOS GONZALEZ,NOVO,MG,2022,62,6,338,16,71,2,2,24,1,12
716,LUIS HENRIQUE DE OLIVEIRA RESENDE,AVANTE,MG,2019,137,0,0,0,89,24,0,42,39,4
717,LUIS HENRIQUE DE OLIVEIRA RESENDE,AVANTE,MG,2020,18,0,390,5,92,10,0,14,2,16
718,LUIS HENRIQUE DE OLIVEIRA RESENDE,AVANTE,MG,2021,69,2,720,3,125,7,0,14,2,15
719,LUIS HENRIQUE DE OLIVEIRA RESENDE,AVANTE,MG,2022,2,0,289,0,51,24,0,0,0,1
720,LUIZ GONZAGA RIBEIRO,PSD,MG,2019,493,8,0,44,110,2,1,354,5,80
721,LUIZ GONZAGA RIBEIRO,PSD,MG,2020,102,2,393,31,100,2,0,303,2,50
722,LUIZ GONZAGA RIBEIRO,PSD,MG,2021,216,26,759,53,126,0,6,298,2,50
723,LUIZ GONZAGA RIBEIRO,PSD,MG,2022,73,10,352,19,69,3,3,72,2,13
724,MARCELO EDUARDO FREITAS,UNIÃO,MG,2019,131,21,307,40,106,6,1,226,9,2
725,MARCELO EDUARDO FREITAS,UNIÃO,MG,2020,15,0,394,21,100,2,0,188,1,1
726,MARCELO EDUARDO FREITAS,UNIÃO,MG,2021,70,19,760,26,130,2,0,183,1,1
727,MARCELO EDUARDO FREITAS,UNIÃO,MG,2022,18,1,349,18,65,4,6,46,1,1
728,MARCELO GUILHERME DE ARO FERREIRA,PP,MG,2019,96,0,0,5,90,7,16,95,8,98
729,MARCELO GUILHERME DE ARO FERREIRA,PP,MG,2020,45,2,392,7,99,1,2,113,2,127
730,MARCELO GUILHERME DE ARO FERREIRA,PP,MG,2021,61,19,731,9,128,0,4,113,2,127
731,MARCELO GUILHERME DE ARO FERREIRA,PP,MG,2022,11,2,330,1,68,3,4,5,2,38
732,MARCELO HENRIQUE TEIXEIRA DIAS,PL,MG,2019,2,0,0,1,6,0,0,38,0,2
733,MARCELO HENRIQUE TEIXEIRA DIAS,PL,MG,2020,0,0,85,0,7,0,0,68,0,20
734,MARCELO HENRIQUE TEIXEIRA DIAS,PL,MG,2021,12,0,717,0,121,0,11,69,0,20
735,MARCELO HENRIQUE TEIXEIRA DIAS,PL,MG,2022,1,0,343,0,66,0,9,8,0,5
736,MÁRIO LÚCIO HERINGER,PDT,MG,2019,361,3,0,13,98,15,0,53,0,35
737,MÁRIO LÚCIO HERINGER,PDT,MG,2020,122,0,390,2,94,8,0,147,2,109
738,MÁRIO LÚCIO HERINGER,PDT,MG,2021,136,1,748,2,120,0,12,147,2,111
739,MÁRIO LÚCIO HERINGER,PDT,MG,2022,20,0,337,4,63,3,9,30,2,18
740,MAURO RIBEIRO LOPES,PP,MG,2019,349,7,0,2,99,5,9,149,9,92
741,MAURO RIBEIRO LOPES,PP,MG,2020,31,0,392,0,96,4,2,135,11,68
742,MAURO RIBEIRO LOPES,PP,MG,2021,52,4,593,2,106,19,7,133,10,66
743,MAURO RIBEIRO LOPES,PP,MG,2022,19,1,326,0,69,0,6,18,0,19
744,MISAEL ARTUR FERREIRA VARELLA,PSD,MG,2019,43,3,0,0,86,27,0,39,22,117
745,MISAEL ARTUR FERREIRA VARELLA,PSD,MG,2020,7,0,394,0,98,4,0,41,14,130
746,MISAEL ARTUR FERREIRA VARELLA,PSD,MG,2021,38,0,734,0,125,6,1,41,14,130
747,MISAEL ARTUR FERREIRA VARELLA,PSD,MG,2022,11,0,292,0,59,16,0,2,2,8
748,NEWTON CARDOSO JUNIOR,MDB,MG,2019,216,2,0,23,90,15,8,100,13,33
749,NEWTON CARDOSO JUNIOR,MDB,MG,2020,26,1,384,24,98,4,0,92,3,25
750,NEWTON CARDOSO JUNIOR,MDB,MG,2021,38,5,758,19,123,2,7,93,3,25
751,NEWTON CARDOSO JUNIOR,MDB,MG,2022,10,0,348,12,69,1,5,24,1,7
752,ODAIR JOSÉ DA CUNHA,PT,MG,2019,333,0,0,8,106,7,0,102,12,24
753,ODAIR JOSÉ DA CUNHA,PT,MG,2020,105,0,394,12,99,3,0,82,1,40
754,ODAIR JOSÉ DA CUNHA,PT,MG,2021,93,1,762,65,131,0,1,82,1,40
755,ODAIR JOSÉ DA CUNHA,PT,MG,2022,15,0,337,5,66,6,3,10,0,4
756,OLAVO BILAC PINTO NETO,UNIÃO,MG,2019,194,2,172,5,60,10,0,201,7,8
757,OLAVO BILAC PINTO NETO,UNIÃO,MG,2020,10,0,364,8,86,0,0,247,3,17
758,OLAVO BILAC PINTO NETO,UNIÃO,MG,2021,78,36,759,4,127,0,5,247,3,17
759,OLAVO BILAC PINTO NETO,UNIÃO,MG,2022,33,18,318,13,64,4,7,49,3,6
760,PATRUS ANANIAS DE SOUZA,PT,MG,2019,370,15,0,0,93,10,10,249,11,30
761,PATRUS ANANIAS DE SOUZA,PT,MG,2020,610,0,394,2,99,2,1,202,5,17
762,PATRUS ANANIAS DE SOUZA,PT,MG,2021,473,10,731,22,126,3,3,200,5,17
763,PATRUS ANANIAS DE SOUZA,PT,MG,2022,148,3,290,10,62,5,8,28,5,4
764,PAULO ABI-ACKEL,PSDB,MG,2019,150,10,0,6,97,8,8,86,9,109
765,PAULO ABI-ACKEL,PSDB,MG,2020,11,0,392,2,97,3,2,48,1,119
766,PAULO ABI-ACKEL,PSDB,MG,2021,67,19,707,1,116,1,15,48,1,119
767,PAULO ABI-ACKEL,PSDB,MG,2022,14,2,313,1,63,0,12,3,0,43
768,PAULO JOSE CARLOS GUEDES,PT,MG,2019,289,4,0,29,103,7,3,189,12,95
769,PAULO JOSE CARLOS GUEDES,PT,MG,2020,134,0,394,15,100,1,1,179,8,55
770,PAULO JOSE CARLOS GUEDES,PT,MG,2021,174,7,760,39,131,1,0,176,8,54
771,PAULO JOSE CARLOS GUEDES,PT,MG,2022,45,0,330,6,62,7,6,37,7,18
772,REGINALDO LÁZARO DE OLIVEIRA LOPES,PT,MG,2019,456,3,0,120,108,1,4,349,10,176
773,REGINALDO LÁZARO DE OLIVEIRA LOPES,PT,MG,2020,299,0,394,136,102,0,0,210,6,154
774,REGINALDO LÁZARO DE OLIVEIRA LOPES,PT,MG,2021,145,0,759,141,130,0,2,208,6,150
775,REGINALDO LÁZARO DE OLIVEIRA LOPES,PT,MG,2022,900,0,325,156,65,10,0,4,5,46
776,RODRIGO BATISTA DE CASTRO,UNIÃO,MG,2019,228,3,0,40,105,4,4,95,1,17
777,RODRIGO BATISTA DE CASTRO,UNIÃO,MG,2020,21,1,383,24,98,3,1,25,9,43
778,RODRIGO BATISTA DE CASTRO,UNIÃO,MG,2021,342,2,706,86,115,17,0,25,9,43
779,RODRIGO BATISTA DE CASTRO,UNIÃO,MG,2022,24,1,320,7,68,4,3,15,4,17
780,ROGÉRIO CORREIA DE MOURA BAPTISTA,PT,MG,2019,523,5,0,132,106,6,1,228,13,72
781,ROGÉRIO CORREIA DE MOURA BAPTISTA,PT,MG,2020,484,0,394,192,99,1,2,197,1,29
782,ROGÉRIO CORREIA DE MOURA BAPTISTA,PT,MG,2021,498,25,762,182,131,0,1,196,1,29
783,ROGÉRIO CORREIA DE MOURA BAPTISTA,PT,MG,2022,151,5,341,65,71,0,4,43,0,7
784,STEFANO AGUIAR DOS SANTOS,PSD,MG,2019,216,1,0,41,102,7,4,47,7,72
785,STEFANO AGUIAR DOS SANTOS,PSD,MG,2020,0,0,387,3,96,4,2,60,9,53
786,STEFANO AGUIAR DOS SANTOS,PSD,MG,2021,12,3,704,0,115,10,7,60,9,53
787,STEFANO AGUIAR DOS SANTOS,PSD,MG,2022,17,2,300,1,61,9,5,5,5,9
788,TIAGO LIMA MITRAUD DE CASTRO LEITE,NOVO,MG,2019,74,6,0,71,110,3,0,408,9,1
789,TIAGO LIMA MITRAUD DE CASTRO LEITE,NOVO,MG,2020,134,0,384,88,94,8,0,385,7,10
790,TIAGO LIMA MITRAUD DE CASTRO LEITE,NOVO,MG,2021,199,19,762,128,132,0,0,379,0,11
791,TIAGO LIMA MITRAUD DE CASTRO LEITE,NOVO,MG,2022,174,7,354,310,75,0,0,89,0,7
792,VILSON LUIZ DA SILVA,PSB,MG,2019,258,7,0,43,109,3,1,401,4,12
793,VILSON LUIZ DA SILVA,PSB,MG,2020,190,0,394,18,99,3,0,331,2,1
794,VILSON LUIZ DA SILVA,PSB,MG,2021,113,5,761,7,130,1,1,332,2,1
795,VILSON LUIZ DA SILVA,PSB,MG,2022,38,2,342,5,71,2,2,49,2,1
796,WELITON FERNANDES PRADO,PROS,MG,2019,188,2,0,11,113,0,0,146,0,18
797,WELITON FERNANDES PRADO,PROS,MG,2020,61,0,394,20,102,0,0,197,4,24
798,WELITON FERNANDES PRADO,PROS,MG,2021,62,0,762,228,132,0,0,196,4,24
799,WELITON FERNANDES PRADO,PROS,MG,2022,19,0,354,28,75,0,0,78,4,20
800,DAGOBERTO NOGUEIRA FILHO,PSDB,MS,2019,289,0,311,7,108,5,0,159,3,11
801,DAGOBERTO NOGUEIRA FILHO,PSDB,MS,2020,73,0,394,4,95,6,1,137,0,12
802,DAGOBERTO NOGUEIRA FILHO,PSDB,MS,2021,120,9,762,3,132,0,0,137,0,12
803,DAGOBERTO NOGUEIRA FILHO,PSDB,MS,2022,20,0,335,0,65,10,0,4,0,0
804,FÁBIO RICARDO TRAD,PSD,MS,2019,633,34,0,152,113,0,0,419,0,23
805,FÁBIO RICARDO TRAD,PSD,MS,2020,107,4,387,58,98,4,0,382,0,28
806,FÁBIO RICARDO TRAD,PSD,MS,2021,241,40,762,92,130,1,1,361,0,28
807,FÁBIO RICARDO TRAD,PSD,MS,2022,119,14,348,26,73,1,1,75,0,1
